genero;pais;fumador;edad;avion;tormenta;obscuridad;altura;arana;serpiente;rata;envejecer;perros;publico;autoestima;miedo
masculino;ZA;si;21;1;3;2;1;5;5;3;5;5;4;62,5;68
masculino;GB;no;24;3;1;1;3;4;3;1;3;3;2;72,5;48
masculino;RO;no;19;1;1;1;2;1;3;3;3;2;3;65;40
femenino;US;si;22;4;5;3;2;4;3;3;2;5;4;62,5;70
femenino;MT;no;25;1;2;2;2;3;3;4;3;3;3;62,5;52
femenino;US;si;26;1;1;1;2;1;1;1;1;3;5;70;34
femenino;US;no;24;1;1;1;1;3;1;3;3;1;5;72,5;40
femenino;US;no;23;3;1;2;1;1;2;3;3;5;5;70;52
femenino;US;no;23;1;3;2;1;5;3;1;1;1;3;57,5;42
masculino;US;si;24;3;2;4;4;5;4;1;1;1;4;72,5;58
femenino;US;no;22;3;1;1;2;2;5;3;2;4;3;70;52
femenino;GB;si;21;5;4;2;3;;4;5;3;5;3;65;68
masculino;IT;no;19;4;4;4;3;3;3;5;1;3;4;65;68
femenino;CZ;no;25;2;3;2;4;4;4;3;1;2;4;67,5;58
masculino;US;si;22;3;3;3;3;3;3;3;3;3;3;67,5;60
masculino;GB;si;23;5;1;2;2;5;2;2;3;4;1;60;54
femenino;QA;no;24;1;2;1;1;5;5;5;3;5;3;57,5;62
femenino;US;si;24;2;1;2;3;1;4;2;1;2;3;65;42
masculino;IN;si;25;1;1;3;3;4;5;4;1;5;4;70;62
masculino;US;no;22;1;2;2;2;5;5;4;3;3;4;62,5;62
masculino;GB;no;22;2;3;3;3;1;1;1;3;2;3;67,5;44
masculino;US;si;21;2;3;2;3;2;3;4;3;5;4;50;62
masculino;US;no;24;2;2;1;1;3;5;2;1;2;1;75;40
masculino;US;no;23;2;4;3;3;5;3;2;1;1;3;62,5;54
masculino;GB;si;20;3;1;1;1;1;1;1;1;1;1;62,5;24
masculino;GB;si;26;1;3;3;2;5;5;5;1;4;5;65;68
masculino;US;no;24;5;3;3;3;2;4;4;5;5;4;72,5;76
masculino;GB;si;22;3;2;2;2;2;4;3;3;2;3;57,5;52
femenino;US;no;22;1;3;3;3;2;5;5;3;5;1;62,5;62
masculino;FR;no;26;1;1;1;1;3;1;1;2;1;2;77,5;28
femenino;US;si;18;1;1;2;2;4;4;4;1;3;1;70;46
femenino;US;no;23;1;1;1;1;1;2;1;1;3;2;62,5;28
femenino;DE;si;26;1;1;4;1;5;4;2;3;4;3;70;56
femenino;FR;si;26;1;4;1;1;1;5;1;1;1;3;62,5;38
femenino;NZ;si;24;3;1;1;2;1;1;1;3;1;5;70;38
masculino;DE;si;21;1;1;1;2;1;2;3;5;3;4;70;46
masculino;JP;si;20;4;1;1;5;1;3;1;1;1;2;55;40
femenino;PT;si;24;1;2;2;2;1;1;2;3;2;4;75;40
femenino;GB;no;26;3;1;1;2;2;1;1;5;2;1;65;38
masculino;NG;si;26;3;2;4;5;2;5;4;1;4;3;87,5;66
femenino;US;si;23;1;2;3;3;5;4;3;1;3;3;67,5;56
masculino;US;no;21;1;4;3;4;5;3;3;4;3;1;57,5;62
femenino;ES;no;19;1;4;4;4;4;4;4;1;4;5;75;70
femenino;GB;si;18;1;2;2;2;2;1;1;1;2;2;60;32
masculino;US;si;23;1;1;2;3;3;1;1;1;3;3;75;38
masculino;US;si;22;1;1;1;2;3;4;1;1;3;3;67,5;40
femenino;US;no;26;3;3;2;1;5;1;1;3;3;2;57,5;48
masculino;US;si;22;1;2;2;2;2;2;2;2;3;3;65;42
masculino;IE;no;20;1;1;3;1;1;2;1;1;5;5;62,5;42
masculino;US;no;20;1;1;1;1;3;1;1;1;1;1;77,5;24
femenino;US;si;25;3;3;5;3;2;4;4;2;4;3;70;66
femenino;SV;si;25;2;3;4;5;5;5;4;5;5;3;60;82
femenino;CA;si;21;1;2;2;1;5;3;1;2;2;2;72,5;42
femenino;US;no;22;1;1;1;4;1;1;1;3;1;4;70;36
other;RO;no;21;1;1;1;4;3;3;1;3;4;1;62,5;44
femenino;US;si;21;3;1;1;5;3;5;5;2;3;3;70;62
femenino;US;si;25;1;1;3;1;5;5;5;5;3;1;62,5;60
femenino;FI;si;22;1;1;2;4;2;4;2;1;3;4;70;48
masculino;US;si;22;1;3;2;2;2;5;3;3;2;1;62,5;48
femenino;US;no;26;1;2;1;1;1;1;1;2;4;3;55;34
masculino;GB;si;26;3;2;2;2;2;4;4;2;2;2;70;50
masculino;US;si;26;4;2;2;3;2;4;4;4;3;2;62,5;60
femenino;US;si;20;1;2;1;3;1;2;1;2;4;2;72,5;38
masculino;IN;si;23;5;3;2;4;3;5;3;4;5;3;67,5;74
masculino;US;si;18;2;2;4;3;3;2;1;4;1;2;72,5;48
femenino;AU;no;21;3;3;4;3;3;2;4;5;3;3;72,5;66
masculino;GB;si;21;1;1;1;2;1;5;1;1;5;3;65;42
femenino;US;si;21;1;1;2;1;2;2;1;1;1;1;72,5;26
masculino;GR;no;18;1;1;1;1;3;5;3;3;1;3;70;44
masculino;GR;si;20;1;1;1;1;1;1;1;1;1;1;47,5;20
masculino;GR;no;23;1;1;2;4;2;2;3;1;3;2;72,5;42
masculino;RU;si;20;1;1;1;2;1;1;1;1;1;2;80;24
femenino;GB;si;23;1;1;2;3;1;3;1;1;3;4;67,5;40
femenino;US;no;18;2;3;2;4;3;3;1;1;2;2;70;46
masculino;US;no;21;4;3;3;3;5;5;5;5;5;3;62,5;82
masculino;US;no;18;1;1;3;1;1;1;1;1;5;5;67,5;40
masculino;US;si;20;4;1;3;3;5;1;1;3;1;1;75;46
masculino;US;si;18;3;1;1;3;3;3;3;1;2;3;62,5;46
masculino;US;no;18;1;1;1;1;1;1;1;1;2;1;75;22
masculino;US;si;18;1;1;1;1;1;1;1;3;1;4;70;30
masculino;US;si;21;2;5;4;1;2;4;5;4;5;4;62,5;72
masculino;GB;no;26;2;2;2;3;2;4;2;3;2;3;67,5;50
femenino;ES;si;24;3;2;1;1;2;2;2;1;1;1;70;32
femenino;SE;no;21;3;4;4;3;1;3;3;4;3;4;67,5;64
femenino;US;no;18;2;1;2;2;1;2;1;3;2;1;60;34
femenino;US;no;18;1;2;5;2;2;4;4;2;4;4;75;60
femenino;US;no;19;1;2;2;2;2;5;3;1;3;3;65;48
femenino;CA;no;24;3;2;2;3;2;5;2;3;2;2;75;52
femenino;CA;no;19;4;1;3;4;3;3;2;3;3;3;60;58
femenino;US;no;19;1;1;1;1;1;1;1;1;1;1;65;20
femenino;US;si;25;1;1;1;1;1;1;1;1;1;1;62,5;20
femenino;AU;no;21;3;3;1;3;3;3;5;1;5;4;62,5;62
masculino;IN;no;22;1;2;2;3;5;5;5;4;5;4;25;72
masculino;IE;si;20;1;1;1;1;1;1;1;1;3;3;57,5;28
masculino;GB;no;25;4;4;4;4;4;5;5;3;3;2;62,5;76
femenino;NO;si;19;2;5;5;3;3;4;2;2;3;4;60;66
masculino;US;si;21;1;1;2;3;4;5;4;2;3;4;62,5;58
femenino;PT;no;26;2;2;2;2;2;2;2;2;2;2;70;40
femenino;US;si;22;1;2;3;4;5;4;3;2;1;2;85;54
femenino;CA;no;25;2;1;3;2;1;4;3;2;4;4;65;52
masculino;TR;si;20;3;2;2;2;4;5;5;4;4;4;55;70
masculino;TR;si;24;2;2;2;2;5;5;4;3;2;4;65;62
masculino;SE;no;19;4;2;2;2;2;2;4;2;2;2;60;48
femenino;MN;si;18;3;2;2;2;3;5;3;3;3;2;65;56
masculino;PL;si;26;4;1;1;1;1;1;1;1;1;2;62,5;28
masculino;GB;si;19;3;1;1;2;1;1;1;2;1;2;55;30
femenino;GB;si;24;4;3;4;3;5;5;3;3;4;5;62,5;78
masculino;DE;si;19;1;3;3;2;5;2;1;1;4;1;72,5;46
masculino;US;si;23;2;1;2;3;1;5;3;2;3;3;65;50
femenino;US;si;22;1;3;1;1;1;2;1;3;5;4;75;44
femenino;ID;si;18;2;4;5;4;2;1;1;3;3;3;62,5;56
femenino;US;no;20;3;1;;2;1;3;1;3;3;3;82,5;40
femenino;US;si;23;1;1;1;1;2;2;4;1;2;2;67,5;34
masculino;US;no;23;1;1;1;3;1;3;3;1;2;1;62,5;34
femenino;DE;no;20;;1;1;2;1;1;1;5;1;1;67,5;28
masculino;US;si;22;2;2;3;2;1;1;1;2;2;1;70;34
femenino;GB;si;25;1;1;3;1;1;2;3;5;5;1;47,5;46
femenino;GB;si;18;4;4;5;3;3;4;4;5;5;3;40;80
femenino;GB;si;24;2;2;1;5;2;2;1;4;3;4;57,5;52
femenino;GB;no;20;2;1;2;2;2;5;4;1;3;2;65;48
masculino;US;si;22;3;3;3;4;1;1;4;4;5;4;62,5;64
masculino;BO;si;25;3;3;3;4;1;5;5;1;3;3;62,5;62
femenino;US;si;19;1;1;1;1;1;5;1;1;1;3;67,5;32
femenino;MY;si;26;1;1;1;1;5;5;3;3;1;5;85;52
masculino;AU;si;24;5;3;4;5;5;5;3;4;3;4;67,5;82
masculino;US;no;21;3;2;1;2;1;1;1;2;1;2;72,5;32
femenino;GB;no;23;1;1;1;2;3;1;5;2;3;3;75;44
masculino;ZA;si;25;2;1;3;2;3;3;2;2;2;4;70;48
femenino;AU;no;21;3;2;1;1;3;4;2;4;2;1;72,5;46
masculino;GB;si;22;4;1;1;3;1;1;1;4;2;3;62,5;42
femenino;US;si;26;1;2;3;5;5;2;1;4;1;3;67,5;54
masculino;BG;si;25;1;1;1;2;5;5;4;3;3;1;62,5;52
femenino;US;no;19;1;1;1;5;5;5;4;3;3;4;67,5;64
masculino;US;no;24;4;4;3;3;5;5;5;5;5;4;67,5;86
masculino;NZ;no;18;2;1;2;3;1;5;1;2;4;3;62,5;48
femenino;MN;no;19;1;1;1;1;4;5;2;3;3;3;65;48
femenino;US;si;18;1;1;1;2;2;2;1;1;3;3;62,5;34
femenino;GB;si;23;1;1;1;2;1;5;1;1;4;2;67,5;38
femenino;HU;si;26;1;3;4;5;5;5;4;5;4;1;62,5;74
femenino;DE;no;25;4;1;2;2;3;2;3;4;3;3;70;54
masculino;AU;si;19;5;3;2;4;1;5;2;3;4;4;75;66
femenino;AU;no;26;2;2;2;3;1;5;2;3;4;4;65;56
femenino;MY;no;20;3;4;5;4;5;3;5;4;5;4;77,5;84
femenino;US;si;19;1;1;1;3;1;1;1;1;1;1;62,5;24
masculino;US;si;26;1;2;3;4;5;1;3;5;5;1;75;60
femenino;PK;no;26;1;2;2;2;1;1;1;1;1;1;70;26
femenino;US;no;22;2;1;1;5;1;1;1;1;1;5;57,5;38
femenino;US;no;23;5;2;2;1;2;3;2;1;1;1;70;40
femenino;IE;si;22;3;1;1;3;4;5;3;1;3;3;67,5;54
masculino;US;si;20;4;2;3;5;3;5;4;3;3;4;65;72
masculino;CA;si;23;2;2;2;3;3;4;1;1;1;4;70;46
masculino;US;no;19;2;2;1;1;2;2;3;4;5;2;75;48
masculino;US;no;21;2;2;5;1;1;1;1;5;1;2;67,5;42
femenino;US;si;23;2;1;5;2;2;1;1;4;3;3;65;48
femenino;GB;no;18;1;2;3;3;4;3;4;1;4;2;67,5;54
femenino;US;no;25;2;3;2;3;2;2;2;2;4;2;62,5;48
masculino;US;si;18;4;3;2;4;2;3;4;3;2;4;72,5;62
femenino;AU;no;18;1;1;2;5;4;1;1;1;1;1;67,5;36
femenino;IE;no;23;1;1;2;1;5;5;3;4;3;4;62,5;58
masculino;GB;si;18;3;3;3;1;3;3;3;2;4;2;77,5;54
masculino;ES;no;18;2;1;4;1;5;5;1;1;4;1;65;50
femenino;US;no;22;1;1;3;2;2;5;2;2;2;1;60;42
femenino;ZA;no;21;5;1;4;4;4;3;2;3;2;4;60;64
masculino;CA;no;21;1;2;1;1;3;2;1;4;3;1;72,5;38
masculino;US;si;21;1;1;1;3;1;1;1;4;1;3;62,5;34
femenino;ID;si;23;4;1;2;3;2;1;1;2;4;2;27,5;44
femenino;ZA;si;26;2;1;3;2;5;4;3;2;3;3;65;56
masculino;US;si;26;3;3;3;1;2;2;2;5;4;2;62,5;54
femenino;US;si;20;2;2;3;2;2;4;2;4;5;3;67,5;58
masculino;US;si;24;5;3;1;3;4;4;4;3;3;2;70;64
femenino;TT;si;20;1;5;5;3;5;5;5;1;5;3;72,5;76
masculino;GB;no;21;1;1;1;1;5;1;5;4;5;3;62,5;54
masculino;DE;si;25;1;1;1;1;1;3;1;1;3;1;62,5;28
femenino;US;no;20;2;5;3;3;3;4;4;5;5;4;77,5;76
masculino;US;no;25;5;2;2;4;5;5;5;4;5;3;65;80
masculino;US;si;25;2;1;2;4;4;4;5;2;1;4;67,5;58
femenino;US;si;19;1;1;1;1;1;1;1;1;1;1;75;20
masculino;CA;si;26;1;3;4;1;4;3;2;5;3;2;70;56
femenino;GB;no;21;3;4;1;2;5;1;1;3;2;4;62,5;52
femenino;GB;si;21;1;1;1;1;1;1;1;2;5;3;70;34
masculino;GB;si;23;1;1;2;2;2;2;1;2;2;1;65;32
femenino;US;no;25;1;1;1;1;1;2;3;3;4;1;100;36
femenino;US;no;24;3;1;2;4;5;5;3;4;2;1;57,5;60
femenino;US;si;25;4;1;1;1;4;4;1;2;3;5;62,5;52
masculino;GB;si;22;2;2;2;2;4;5;5;1;4;2;62,5;58
femenino;ZA;no;21;1;1;2;1;2;4;1;5;3;3;67,5;46
femenino;NL;si;26;1;1;1;1;1;1;1;1;1;3;57,5;24
femenino;US;si;23;1;1;1;4;2;2;2;5;3;2;62,5;46
masculino;US;si;20;1;1;2;1;3;3;2;1;2;1;70;34
masculino;GB;no;20;1;2;2;2;5;2;1;3;1;4;70;46
femenino;GB;no;19;1;1;1;3;1;3;1;1;3;1;70;32
masculino;MX;si;19;2;1;2;1;2;5;1;1;3;2;62,5;40
masculino;CA;no;23;2;2;2;3;4;4;3;3;3;4;62,5;60
femenino;US;no;23;3;2;3;2;4;3;4;2;3;2;67,5;56
masculino;FR;si;26;1;1;1;1;1;1;1;2;1;5;57,5;30
masculino;DE;no;24;2;1;1;5;5;4;3;3;1;5;65;60
femenino;MY;no;18;4;2;2;3;1;2;4;4;2;3;62,5;54
masculino;US;si;24;1;2;2;4;3;1;1;2;1;3;60;40
femenino;JP;si;24;5;2;3;3;4;4;3;3;2;2;62,5;62
femenino;DE;si;25;3;1;1;1;5;5;1;1;1;3;65;44
masculino;US;no;26;2;2;2;3;2;2;2;2;4;3;80;48
femenino;GB;no;26;1;1;3;5;2;2;2;3;4;4;70;54
femenino;GB;si;22;1;1;2;1;2;3;4;3;4;3;55;48
femenino;NO;no;26;1;1;3;4;1;2;2;2;3;5;70;48
masculino;US;no;25;1;1;1;1;2;1;3;1;2;1;70;28
femenino;AU;si;20;1;1;1;1;1;1;1;2;4;3;70;32
femenino;US;si;20;3;2;2;4;2;3;4;2;3;3;70;56
femenino;US;si;26;3;2;1;2;1;1;1;2;2;3;82,5;36
masculino;GB;si;18;1;1;1;1;2;3;4;2;4;3;75;44
masculino;US;si;21;1;2;3;4;4;1;1;2;1;3;65;44
femenino;VI;no;25;2;1;1;5;1;2;1;1;3;5;77,5;44
masculino;US;no;22;1;1;2;3;1;3;4;5;3;4;60;54
masculino;US;si;19;1;4;4;1;5;5;5;5;5;5;57,5;80
femenino;US;no;25;1;1;2;4;1;1;1;4;3;2;75;40
masculino;GB;no;19;1;1;1;1;1;1;1;3;1;2;62,5;26
femenino;GB;si;24;2;3;4;4;3;2;2;3;5;3;60;62
masculino;RO;si;22;2;2;2;3;3;3;5;4;2;3;62,5;58
femenino;US;no;25;4;1;2;1;4;4;5;1;5;4;67,5;62
masculino;AU;no;19;1;1;1;2;2;3;1;1;5;4;77,5;42
femenino;GB;si;19;1;1;2;1;3;4;1;1;3;3;62,5;40
masculino;US;si;24;1;1;1;3;3;3;2;1;3;2;65;40
masculino;US;si;26;2;3;4;3;2;2;2;3;3;2;65;52
masculino;US;si;18;4;2;2;2;3;5;4;5;3;4;62,5;68
femenino;RO;si;24;1;2;2;2;3;3;4;3;4;4;62,5;56
masculino;ZA;si;20;2;2;2;2;2;5;3;3;3;2;65;52
femenino;US;si;23;2;3;2;4;2;3;2;1;2;3;70;48
femenino;CA;no;24;2;3;2;3;2;2;1;3;4;3;57,5;50
femenino;US;no;23;1;1;2;1;1;1;1;3;1;1;70;26
femenino;GB;si;23;3;2;3;4;2;3;3;4;4;2;62,5;60
masculino;US;si;20;1;2;2;4;5;4;2;2;1;2;67,5;50
masculino;US;si;26;2;1;1;2;4;3;1;1;3;3;67,5;42
femenino;CA;si;22;1;3;1;1;1;1;2;1;2;1;65;28
masculino;NZ;si;20;1;1;1;1;1;1;1;2;4;2;65;30
masculino;FR;no;26;1;1;1;3;1;4;3;1;2;1;62,5;36
masculino;US;si;24;4;1;2;2;3;5;5;5;3;5;62,5;70
femenino;US;no;26;3;4;4;4;3;4;3;3;4;3;70;70
femenino;GB;si;19;2;3;2;4;3;2;4;3;2;3;62,5;56
femenino;ES;si;26;5;4;1;1;2;4;4;5;5;4;72,5;70
masculino;US;si;22;1;1;2;2;1;5;3;5;4;2;67,5;52
masculino;US;no;24;1;1;1;3;1;1;1;2;1;3;62,5;30
femenino;US;si;21;4;3;2;4;;5;1;3;3;2;62,5;54
femenino;PH;si;18;3;2;3;3;5;1;2;5;2;3;45;58
femenino;US;no;19;1;1;4;3;1;1;1;4;1;4;67,5;42
masculino;NL;si;18;2;2;4;4;4;3;3;1;2;4;67,5;58
femenino;GB;no;18;1;1;1;4;1;3;1;1;2;3;72,5;36
masculino;GB;si;18;3;1;1;2;1;1;1;1;2;2;65;30
masculino;US;si;20;3;1;2;3;1;2;3;1;5;3;100;48
femenino;US;si;20;1;1;2;1;2;2;2;1;3;1;62,5;32
masculino;GB;no;21;2;1;1;3;3;2;2;4;3;4;67,5;50
other;GB;no;21;1;3;3;4;2;3;2;3;2;3;70;52
masculino;US;no;18;1;1;3;1;5;5;2;1;1;3;65;46
femenino;AU;si;25;3;2;2;5;4;3;1;4;3;4;60;62
femenino;US;si;23;1;1;1;4;1;2;1;2;2;2;55;34
masculino;CL;no;23;3;1;2;4;4;4;4;2;4;2;62,5;60
femenino;CA;no;21;3;1;1;2;1;4;2;5;2;3;80;48
femenino;US;no;20;1;1;5;2;1;1;1;5;1;4;67,5;44
femenino;GB;si;21;4;1;2;2;5;5;1;2;1;5;70;56
masculino;GB;no;19;3;5;3;4;2;4;2;1;3;3;60;60
femenino;US;no;20;3;3;3;4;5;5;5;3;5;4;75;80
masculino;GB;no;18;3;4;2;2;1;1;2;1;3;2;70;42
femenino;US;si;19;4;5;5;5;5;2;1;1;1;3;65;64
masculino;US;no;24;1;2;2;1;5;5;5;3;4;2;60;60
masculino;US;si;19;2;1;4;2;4;1;1;3;4;4;62,5;52
femenino;GB;si;25;2;1;2;2;5;5;3;5;2;2;60;58
femenino;MP;si;21;3;2;4;3;5;4;4;2;3;2;75;64
femenino;GB;no;24;1;3;4;2;3;5;4;4;3;4;60;66
masculino;US;si;24;3;2;4;5;3;2;4;5;5;3;70;72
masculino;BR;si;23;4;1;1;3;5;1;2;3;1;2;72,5;46
masculino;US;no;20;1;3;4;5;3;5;1;5;3;4;62,5;68
masculino;US;si;26;5;2;2;1;2;4;4;5;3;2;60;60
masculino;GB;no;19;1;1;1;3;1;1;1;4;4;5;77,5;44
femenino;AU;si;20;2;2;2;1;2;2;1;1;2;1;55;32
femenino;US;no;18;1;1;2;2;5;3;2;1;2;4;65;46
femenino;US;si;19;1;1;3;2;1;1;1;1;1;1;70;26
masculino;US;si;22;3;1;1;2;4;3;3;5;5;3;62,5;60
femenino;US;no;19;2;1;2;3;3;4;3;3;4;3;72,5;56
femenino;US;si;21;4;3;1;2;4;4;4;3;4;2;75;62
femenino;US;no;26;1;1;1;2;1;1;2;1;1;2;62,5;26
masculino;NL;si;26;1;2;5;3;5;1;3;3;1;3;72,5;54
masculino;US;si;24;3;1;1;4;3;2;1;3;2;4;65;48
masculino;US;no;25;3;1;1;4;2;3;2;3;4;3;77,5;52
femenino;US;si;18;3;4;4;4;5;5;1;4;4;4;70;76
femenino;US;no;25;4;5;3;3;3;4;2;5;2;2;72,5;66
femenino;CH;si;24;1;1;1;1;2;1;1;1;1;3;60;26
femenino;CA;si;26;1;1;1;4;1;1;1;2;4;4;60;40
femenino;ID;no;25;1;1;1;3;3;3;1;1;2;3;67,5;38
femenino;US;si;21;3;2;4;3;5;5;5;2;4;3;62,5;72
femenino;US;si;24;1;2;4;3;5;5;3;2;2;3;62,5;60
femenino;US;no;19;2;1;2;1;3;3;1;1;3;1;67,5;36
masculino;US;no;20;1;1;1;2;1;1;1;1;2;3;70;28
femenino;US;si;26;5;2;1;3;1;1;1;3;3;5;62,5;50
femenino;US;si;18;1;1;1;3;1;1;1;1;1;1;70;24
masculino;AU;si;18;2;2;2;3;3;3;2;2;2;4;52,5;50
femenino;GB;no;23;5;3;5;1;5;5;3;1;5;5;67,5;76
femenino;DK;no;23;1;1;1;1;1;1;1;1;1;1;70;20
femenino;GB;no;19;1;1;1;1;1;1;1;1;1;3;65;24
masculino;US;si;18;1;1;1;1;1;3;2;2;2;2;62,5;32
masculino;US;no;26;1;4;5;4;2;3;4;1;2;3;67,5;58
femenino;US;si;21;1;1;1;5;2;3;4;1;3;4;57,5;50
femenino;US;si;24;3;4;3;3;3;4;1;4;5;4;67,5;68
femenino;IN;si;22;1;4;5;3;5;5;1;3;4;3;72,5;68
masculino;AU;no;23;2;4;2;3;2;4;1;2;2;5;65;54
masculino;SE;si;21;2;2;3;3;3;1;1;1;1;3;67,5;40
masculino;CN;no;25;1;1;1;3;5;3;4;4;4;3;65;58
masculino;AU;no;23;4;2;2;2;4;4;3;1;3;3;77,5;56
femenino;US;si;26;3;2;2;2;2;3;2;3;2;3;52,5;48
masculino;IE;no;25;3;1;4;3;4;4;3;4;2;3;75;62
femenino;GB;si;21;2;1;2;3;4;3;3;4;3;2;57,5;54
masculino;US;si;20;1;2;1;2;5;1;1;4;4;1;65;44
femenino;US;no;25;2;1;2;3;5;4;4;3;4;3;75;62
femenino;PL;si;19;1;2;4;2;1;2;2;5;3;3;62,5;50
masculino;US;si;26;4;1;3;3;5;5;5;2;5;2;72,5;70
masculino;CN;si;25;1;1;4;5;5;2;1;1;3;2;62,5;50
masculino;AU;no;22;3;2;3;3;4;2;1;1;4;4;70;54
femenino;AT;no;22;1;1;3;1;1;4;1;1;5;1;67,5;38
masculino;GB;no;22;;1;2;5;2;2;1;3;4;3;70;46
femenino;NL;si;19;1;1;1;1;1;1;1;1;1;1;62,5;20
masculino;GB;si;20;2;5;4;5;1;1;1;2;1;1;55;46
masculino;GB;no;24;1;1;1;1;1;1;1;2;1;2;65;24
masculino;IT;no;21;5;3;1;5;3;5;3;1;3;3;62,5;64
masculino;DE;si;23;3;1;1;5;5;3;2;2;3;4;72,5;58
masculino;GB;si;26;2;2;2;1;3;3;3;2;4;3;62,5;50
femenino;GB;si;23;1;1;1;1;4;4;1;3;1;3;62,5;40
masculino;US;si;22;3;2;1;1;1;2;1;1;2;2;65;32
masculino;US;no;22;1;1;2;3;2;1;1;1;4;3;62,5;38
other;US;no;19;5;3;2;1;4;5;4;2;3;4;65;66
femenino;US;no;25;2;1;1;3;1;4;1;2;1;2;75;36
femenino;US;si;23;2;1;1;1;2;2;1;1;2;1;65;28
masculino;US;si;22;1;1;1;1;1;1;1;5;3;2;60;34
femenino;US;no;22;5;1;1;5;1;1;1;4;2;2;62,5;46
masculino;US;si;18;1;1;1;1;1;1;1;1;1;4;62,5;26
masculino;US;no;19;4;1;1;4;4;5;4;1;3;2;55;58
femenino;GR;si;19;1;1;2;3;3;2;2;3;2;3;90;44
masculino;US;no;18;1;2;4;5;2;2;2;3;3;4;82,5;56
femenino;RO;no;22;1;1;1;1;1;1;1;2;5;5;77,5;38
masculino;IL;no;19;2;1;3;2;2;2;1;1;1;5;70;40
masculino;US;si;21;2;3;2;5;3;3;3;3;5;5;62,5;68
masculino;GB;si;23;2;1;2;5;1;4;2;2;3;2;72,5;48
